N,P,K,ph,Rainfall,Temperature,Humidity,Crop
126,50,19,6.628722836,78.58494391,24.69457084,81.7358876,cotton
113,41,20,7.256877571,96.32600992,25.0017188,80.53965818,cotton
121,45,22,6.443785385,64.23026638,22.45942937,81.30681027,cotton
121,47,16,7.723240151,72.49800885,23.60564038,79.29573149,cotton
129,60,22,5.947448589,71.94608134,24.58453146,79.12404171,cotton
107,45,25,7.227745516,71.84080724,23.0865933,83.55546146,cotton
122,59,18,6.219469084,79.81328183,23.5000992,83.63488952,cotton
140,38,15,6.021439523,69.91563467,24.1472953,75.88298598,cotton
102,49,21,6.253343655,89.799462,24.69315538,84.84422454,cotton
111,40,25,6.187455799,90.94342484,24.484692,84.44932014,cotton
131,35,18,7.057693366,64.02949379,24.49112609,82.24415809,cotton
135,43,16,6.720449769,86.76287924,23.47986888,81.73049149,cotton
100,46,18,6.431689506,69.08056728,24.18586246,76.04203958,cotton
123,39,24,7.453106264,86.06411872,25.00755095,78.17952126,cotton
117,56,15,7.368258226,89.1188212,25.99237426,77.0543546,cotton
121,36,24,7.352401887,99.36898373,23.66457347,81.69105088,cotton
101,58,18,6.652143699,78.59595817,25.66891439,81.38103349,cotton
107,42,24,6.144631795,86.00758678,22.04612876,84.62978302,cotton
100,41,22,7.318802162,93.46595573,22.4204752,84.55794703,cotton
125,39,21,7.954629324,95.0191318,25.03149561,82.21276599,cotton
105,60,23,6.207652157,87.54004943,23.53371386,77.21705554,cotton
102,46,19,6.631005298,81.49543437,22.77076388,82.5993307,cotton
131,49,22,7.306918817,67.05961949,25.49848236,79.9751579,cotton
139,35,15,5.898293044,86.55517751,25.248679,83.4630147,cotton
108,36,19,7.238566893,64.61444234,22.78249615,77.51235009,cotton
118,45,23,7.977651226,71.67870701,23.37044424,77.43198948,cotton
107,51,22,5.983075895,79.56866268,24.86560781,78.22080815,cotton
125,60,17,6.785723961,80.36146974,24.14386157,84.51591287,cotton
113,37,20,7.393441155,97.10087029,25.03300222,79.04368718,cotton
131,52,16,6.486068274,88.54479121,23.65724079,84.47601498,cotton
115,48,16,7.175934962,88.94245493,25.54359718,84.09229796,cotton
113,38,25,7.388265888,90.42224164,22.00085141,79.47270984,cotton
111,41,18,6.10539819,80.96157332,23.64328417,78.1258666,cotton
111,53,19,6.419536555,84.63148859,23.96436009,78.02763149,cotton
122,48,16,6.307585854,61.82980133,24.65425757,75.6350708,cotton
108,46,17,6.93221485,65.0247867,24.3017998,84.87668973,cotton
132,41,22,7.810865753,90.41694635,24.29144926,81.02453404,cotton
103,42,17,6.527541661,81.05902285,24.29470232,84.61527627,cotton
133,50,25,7.569454601,99.93100821,25.72180042,81.19666206,cotton
127,37,18,7.041065585,91.9223468,24.87663664,76.30050373,cotton
110,39,25,7.208795456,75.13617229,22.60612115,77.34264002,cotton
131,38,19,6.814341946,90.4547185,23.86814008,75.68339729,cotton
108,38,24,7.442217061,78.82199603,23.41022496,76.43836957,cotton
122,40,17,6.854558957,80.03995829,24.96440768,81.31677618,cotton
111,50,15,7.884550475,84.62419032,25.16820129,80.30351815,cotton
140,40,17,6.006085786,77.55176318,22.72767171,77.07598065,cotton
100,40,20,7.432043735,86.84998693,22.45145981,76.25674874,cotton
123,50,16,6.498052108,70.65644296,23.04920461,75.53835214,cotton
107,36,21,6.205263534,62.64174227,25.29250148,75.66653335,cotton
118,50,19,6.360812227,66.48339303,22.95604064,82.33733678,cotton
103,51,20,7.046607434,91.6389565,22.80213132,84.14668447,cotton
133,57,19,7.947011366,84.12536744,23.54234715,75.98203329,cotton
129,47,20,6.281913858,98.60457373,24.41212325,80.80343786,cotton
116,52,19,6.114525877,67.08022574,22.94276687,75.37170612,cotton
114,40,23,6.753978061,95.4262599,25.53676123,81.13668716,cotton
131,60,17,7.425041316,83.46532547,25.32023717,81.79475917,cotton
107,43,18,6.745104394,65.54475812,22.426733,81.53480799,cotton
123,44,21,7.641116569,91.39578861,25.78544484,75.00539324,cotton
112,49,25,6.470135478,66.19426787,25.68959532,77.90621048,cotton
119,44,15,7.091992365,60.65381719,22.14593688,82.8597549,cotton
130,59,19,6.520403794,93.51042684,25.07278712,82.50257909,cotton
127,53,24,6.127939628,70.40557612,22.21506982,76.17851932,cotton
134,52,18,7.994679507,76.13090645,23.9643129,76.59175937,cotton
109,36,18,7.524707577,62.5138867,25.40059227,76.53237965,cotton
100,48,17,7.827877818,66.26555904,23.7805123,83.03878838,cotton
132,52,19,6.436691764,61.94626051,24.16402322,76.7433897,cotton
102,37,25,5.907930899,72.82902109,25.31468463,77.91757121,cotton
111,39,22,6.135025006,88.57395505,22.60361557,80.3509046,cotton
117,51,15,6.044556594,99.75336197,22.9535715,78.71555832,cotton
136,36,24,7.59781958,90.07326633,22.74446976,80.41198458,cotton
134,56,18,6.691268104,70.97358303,23.80834611,83.91902605,cotton
112,54,15,6.175492306,76.88582484,25.46228792,81.56641891,cotton
105,56,15,7.272316209,74.14169043,25.96779712,81.97904282,cotton
140,45,15,5.801047545,99.39557151,25.5308271,80.04662756,cotton
126,46,25,6.757457943,60.79645852,24.43847399,81.69801729,cotton
106,49,24,6.983395573,90.64770699,23.03887865,76.47039772,cotton
121,53,19,7.976889498,80.11272117,23.51308653,76.72621429,cotton
108,60,17,6.558902588,97.76600619,22.75805656,76.75768356,cotton
116,56,17,7.979090365,85.24963302,24.71252544,77.7293114,cotton
100,52,19,7.903528673,93.50153555,23.45969093,82.44777468,cotton
129,43,16,6.73210948,78.58488484,25.5503704,77.85055621,cotton
118,44,23,6.691690476,67.06459777,22.08458267,82.82904143,cotton
117,43,25,7.839849298,69.31153566,24.68854799,78.51206972,cotton
126,37,21,6.61448588,77.03421249,25.84997269,84.16855231,cotton
120,48,16,7.456971816,71.85436078,22.46054478,75.40989245,cotton
102,45,16,7.2942193,74.8984994,23.65629976,77.52425987,cotton
131,56,20,7.762647875,92.23645249,22.00817088,81.83896111,cotton
114,40,17,6.363406102,69.45072055,24.32630461,80.13456404,cotton
101,37,18,7.63737841,92.91915074,22.92360984,82.68738535,cotton
106,46,20,6.200671976,81.15072105,23.43821725,78.63388824,cotton
113,38,20,6.364729934,74.94136567,22.10718988,78.58320116,cotton
102,53,21,6.913678684,91.49697481,23.03814028,76.11021529,cotton
110,39,18,7.766259769,63.88079866,24.54795322,75.39752705,cotton
107,58,15,7.55606399,76.63669195,23.73868041,75.77503808,cotton
120,60,15,7.288377241,65.35747011,22.31871914,83.86129998,cotton
89,47,38,6.002524871,151.8869972,25.52468965,72.24850829,sugarcane
60,37,39,6.033485257,161.2469997,26.59104992,82.94164078,sugarcane
63,41,45,7.121933579,196.6249511,25.29781791,86.8870535,sugarcane
86,40,39,6.207459637,175.6086697,25.72100868,88.16513579,sugarcane
96,41,40,6.090060478,190.4242157,23.58419277,72.00460848,sugarcane
100,35,36,6.346715209,190.5577618,25.31042337,72.01364411,sugarcane
63,37,43,6.661957897,185.7446728,23.41798979,85.08640476,sugarcane
70,43,40,6.176860192,169.1168028,24.35564134,88.80391021,sugarcane
67,55,44,7.251847296,182.2685447,26.284017,75.14640198,sugarcane
74,40,40,6.386259978,169.3388465,25.13842773,83.12053888,sugarcane
89,53,44,7.319735475,150.2498675,24.88692811,71.91711523,sugarcane
74,46,45,6.025028997,189.4263485,25.75734909,88.36668522,sugarcane
89,41,38,6.344751947,199.8362913,23.12844351,74.68322732,sugarcane
60,55,40,7.02777956,151.4935635,24.9949957,88.95692783,sugarcane
67,43,38,7.299304715,195.8645552,25.21622704,70.88259632,sugarcane
70,38,35,7.014063944,164.2697011,24.39736241,79.26861738,sugarcane
74,49,38,7.488014404,164.4970373,23.31410442,71.4509053,sugarcane
90,40,39,6.626503893,191.9649389,25.72668885,81.86171563,sugarcane
82,35,44,6.239011,169.8391177,26.96656378,78.21047693,sugarcane
73,45,37,6.742688094,181.2783964,23.70467146,74.63745355,sugarcane
85,53,38,6.588017308,153.8990984,24.90075709,73.84186449,sugarcane
81,56,36,7.097586415,174.7876411,23.39605743,72.60512854,sugarcane
84,55,38,6.956682743,173.1017097,26.8748389,79.78725152,sugarcane
80,45,42,7.380396262,151.9035477,23.1426498,74.99739774,sugarcane
76,54,45,6.176618831,184.9800516,24.29496635,77.62976013,sugarcane
76,56,39,6.551130445,197.1220049,24.39459498,89.89106506,sugarcane
81,40,45,6.427726565,174.5071843,25.7629429,80.76238215,sugarcane
76,44,45,6.740947635,168.7848886,25.4879684,84.48235878,sugarcane
69,47,40,6.130136384,183.8270791,25.37122686,76.2403666,sugarcane
82,40,45,6.667633355,180.1237765,26.21312799,81.70476368,sugarcane
69,57,35,6.186814392,186.2337571,24.30748599,78.54340987,sugarcane
81,36,38,6.334837865,150.3166152,23.76554749,87.98329901,sugarcane
67,60,38,7.16214284,162.2847429,24.79853023,78.53037059,sugarcane
72,51,40,7.422318499,199.4766779,23.20683504,74.09956958,sugarcane
65,39,45,6.768001309,184.4633281,23.66805429,70.89000744,sugarcane
78,50,43,6.348441469,159.5718087,25.12417673,85.72530641,sugarcane
77,52,41,6.097294061,167.7230632,23.89069041,83.46409075,sugarcane
89,52,42,6.14132902,196.6587013,23.09433785,81.45139295,sugarcane
62,49,37,7.479248124,166.1365886,24.21744605,82.85284045,sugarcane
90,48,45,6.509174789,153.6390212,24.06475727,71.31342851,sugarcane
66,47,36,6.57256106,175.572958,24.85441411,74.4407048,sugarcane
80,52,39,7.165696848,197.2101782,26.41915161,76.85691248,sugarcane
89,52,45,7.207457208,196.469984,24.89326318,77.01222585,sugarcane
77,51,44,7.124333547,166.2160846,23.25583402,82.7015932,sugarcane
94,37,41,6.463538707,179.1630865,24.7634518,87.06071115,sugarcane
75,41,35,6.856833064,166.6415254,24.97042599,78.62697699,sugarcane
60,55,36,7.132389299,150.6326874,26.12797248,80.49172597,sugarcane
62,56,35,6.235357638,163.3488091,25.97825807,81.65769588,sugarcane
84,40,42,6.704273839,186.6898282,26.2830571,73.35763537,sugarcane
100,56,40,7.433313409,176.1516409,26.38905406,83.31240346,sugarcane
75,56,44,6.109478059,168.0432282,25.2746335,73.7459581,sugarcane
78,46,42,7.095413294,155.3851533,23.09499564,78.45959697,sugarcane
82,48,36,6.352076783,193.2418382,25.79351957,81.76904006,sugarcane
100,58,41,6.658769991,160.6217342,23.17403323,87.88255345,sugarcane
88,50,40,7.051822472,182.2582277,25.63215038,79.95150917,sugarcane
67,41,40,7.333143205,152.6194403,25.848795,87.81661683,sugarcane
72,42,43,6.352771037,181.2915605,26.56767277,80.90424543,sugarcane
89,40,43,7.124050134,189.9711184,26.24532085,72.97198375,sugarcane
89,57,43,6.998787171,177.2233048,26.91515043,73.19897535,sugarcane
61,41,44,6.537914958,159.9210934,24.36972377,82.11319791,sugarcane
79,45,43,7.171054239,187.1735424,25.71901283,79.15532398,sugarcane
84,40,43,7.228268228,169.4168014,25.01157559,88.3313023,sugarcane
98,43,35,7.319952206,188.6372826,25.40785911,76.44048625,sugarcane
75,36,44,6.613341343,153.7447398,23.28081,74.27607475,sugarcane
89,58,35,6.096838784,167.0576456,23.98651719,82.09053379,sugarcane
91,41,37,6.132570523,192.2316221,24.48556447,83.20630007,sugarcane
77,48,36,7.36008498,154.8390847,25.86705009,84.09985284,sugarcane
66,58,35,7.321619041,185.25947,23.5643831,79.46283115,sugarcane
62,59,41,7.175170657,192.4931257,24.2248758,74.89465426,sugarcane
82,35,35,7.299076163,176.5268267,25.49386782,86.97061481,sugarcane
61,41,35,6.842966479,195.7571622,24.97178693,79.47557931,sugarcane
99,57,38,6.356295568,156.3616174,24.80624984,82.09281674,sugarcane
70,42,43,6.508342839,157.1215052,23.16814977,76.66724969,sugarcane
90,59,35,7.098227926,175.1742112,24.25133493,89.86454053,sugarcane
73,43,42,6.310699968,154.8238864,26.58361011,78.00774772,sugarcane
67,46,44,7.093328631,153.9199807,26.82489244,78.20392774,sugarcane
84,37,42,6.691074249,169.9288234,25.49674786,81.13449097,sugarcane
72,41,36,6.187746776,176.8604109,24.09874353,80.57226761,sugarcane
71,56,37,6.491506245,176.103677,23.18866654,86.20899734,sugarcane
64,53,38,6.855362875,183.4065252,26.24347471,78.51063754,sugarcane
65,54,39,7.124571593,160.0889553,23.75091572,71.14782585,sugarcane
60,58,37,6.067302109,171.4892533,26.13871511,79.1188943,sugarcane
86,39,43,6.432051512,193.1007598,26.14576648,71.23690851,sugarcane
90,50,44,6.253408852,171.4716375,26.91643698,73.48655995,sugarcane
91,38,36,7.287318723,157.8548562,26.5232969,77.17331847,sugarcane
87,48,38,7.161865733,190.312216,23.81579631,80.94023552,sugarcane
72,41,36,6.065898283,152.9801697,26.50838667,86.84264005,sugarcane
71,54,35,7.311077075,199.3355744,26.63952463,70.95705996,sugarcane
82,46,41,6.581693772,187.3096148,23.3250131,79.79609448,sugarcane
71,52,43,6.732826127,180.2513601,26.47549543,73.96164569,sugarcane
80,43,43,6.014572075,172.6442654,23.78756036,74.36794079,sugarcane
77,55,43,6.663559451,193.7141828,25.49941707,75.99987588,sugarcane
95,57,41,6.434610995,184.7674863,23.24925555,73.65346838,sugarcane
63,47,35,7.432768147,193.8778713,26.98582182,89.05587886,sugarcane
93,43,38,6.987332927,150.2355238,23.61475336,86.14290267,sugarcane
87,44,43,6.718725189,177.5147313,23.87484465,86.79261344,sugarcane
88,52,39,6.880204617,154.6608736,23.92887902,88.07112278,sugarcane
90,39,37,6.86106911,190.7886386,24.81441246,81.68688879,sugarcane
90,39,43,6.7693455,190.9684885,24.44743944,82.286484,sugarcane
84,38,43,7.26158085,159.3223075,26.57421679,73.81994896,sugarcane
91,21,26,7.261313694,191.6549412,26.33377983,57.36469955,cotton
107,21,26,7.235070264,144.6861336,26.45288458,55.32222678,cotton
83,38,35,7.18915558,136.7325092,25.70822684,52.88667115,cotton
108,24,31,6.431899748,147.2757818,24.12832546,56.18107663,cotton
116,28,34,6.42321105,122.2103248,23.44372334,60.39523266,cotton
116,23,25,6.869720196,139.3670753,23.4123707,52.26994674,cotton
109,31,27,6.973839707,164.4971875,23.05951896,50.40609436,cotton
89,25,34,7.184801627,129.8765443,23.07895447,63.65861483,cotton
118,18,32,6.351823783,122.8392822,27.6496114,51.11044023,cotton
111,32,34,6.392048018,171.3764462,25.46743689,69.35161206,cotton
84,36,28,6.119892347,140.6305213,26.7350622,55.55164819,cotton
85,33,25,6.910823945,189.0944824,26.20811417,52.50987966,cotton
99,15,27,6.501157208,165.6872119,27.0424167,57.27927475,cotton
81,30,31,7.027585559,135.1386537,24.65090184,51.93952357,cotton
95,39,29,7.13411409,148.9812525,27.35152643,55.99375012,cotton
81,34,30,6.647765997,135.0119649,25.17787724,62.26244581,cotton
80,15,28,6.703270635,161.8944624,23.11438731,68.00096043,cotton
104,20,26,7.493191968,175.7260273,27.22783677,52.95261751,cotton
109,29,28,6.724688503,194.1755471,23.26316991,60.5160021,cotton
100,32,26,6.043485685,124.2261737,25.234661,57.53161469,cotton
100,24,28,7.101661011,195.7733251,25.59535262,57.72920846,cotton
83,21,28,7.466900683,190.2257843,25.5674832,60.49244602,cotton
120,23,28,6.877799264,196.2736367,25.67324193,51.29043632,cotton
104,26,30,6.410992833,148.6977358,24.40726724,62.65692638,cotton
108,33,31,7.393825704,144.6576424,23.69287069,66.76090123,cotton
91,25,26,7.482414225,180.5059257,24.53460016,66.99765375,cotton
86,26,27,6.081172981,192.4280381,27.13140403,52.89368299,cotton
98,18,27,6.516312148,167.4358075,27.56088634,68.49299897,cotton
111,27,31,6.043330951,191.3980675,23.59302313,55.27564977,cotton
84,39,35,6.959404135,117.3113562,23.17714381,52.13864034,cotton
98,27,27,7.238109556,197.6439711,24.71384065,51.29142534,cotton
118,21,34,7.234258375,119.6324109,24.38534644,64.72543073,cotton
103,27,31,6.691541233,126.1752206,27.15998538,51.59100753,cotton
82,24,33,6.809593554,120.6494434,26.53543168,67.09608099,cotton
86,31,35,6.485761419,191.4508931,27.01207284,60.76645256,cotton
88,35,35,6.784460602,117.9389993,27.55906475,58.45742907,cotton
84,27,29,7.167092586,168.2644287,23.32293161,53.00366334,cotton
120,40,33,6.73410539,115.1564012,24.23850608,54.30329632,cotton
106,40,30,6.779984384,122.6847408,23.42611644,64.10651528,cotton
113,21,33,7.277422738,176.9020924,26.02241444,55.83288958,cotton
117,34,25,7.21270048,124.4135035,24.83846178,56.7685316,cotton
80,30,25,7.487266991,148.3771202,26.24092174,65.64381357,cotton
88,21,27,7.231166546,181.6368274,24.43011925,66.02411187,cotton
113,33,34,6.559817161,153.477776,26.00373964,62.1445102,cotton
87,23,28,6.979590627,193.7461968,26.22367404,62.26594559,cotton
113,15,29,6.779230041,190.2440566,27.09617155,63.55324262,cotton
98,29,30,6.217974349,199.4735636,25.64004392,61.03273481,cotton
97,29,27,7.205078785,139.8619431,27.74576987,54.36976075,cotton
85,35,32,6.854011265,133.1120232,26.24928198,54.28617819,cotton
82,29,35,6.246872394,156.1543898,26.67377159,52.24226285,cotton
103,33,25,6.911066044,139.5013171,27.10210397,55.7497332,cotton
112,17,28,6.777417989,196.6492664,27.62975458,61.26002598,cotton
99,19,33,6.273741983,130.6377143,27.5364547,55.51673151,cotton
120,20,34,6.906124587,130.3797119,23.56960509,50.56339727,cotton
114,27,28,7.162802357,192.8736822,24.99451759,57.93250202,cotton
100,40,35,6.955787351,177.816092,27.56441788,54.41094079,cotton
108,35,25,6.971963169,161.5279095,23.98143338,61.10935084,cotton
115,31,30,6.840927967,122.4073418,24.22984659,67.37768353,cotton
87,28,30,6.536676653,168.8383605,25.60153969,68.66257977,cotton
82,24,26,6.089443603,184.4103931,24.31274458,53.57285558,cotton
94,26,27,7.456460375,177.3176161,26.36629861,52.25738495,cotton
87,28,35,6.759211911,152.0616227,26.5602777,57.1621814,cotton
118,40,35,7.460174812,121.5586297,26.35034208,58.50650238,cotton
87,38,29,6.652642579,156.1457255,25.20406808,57.88370456,cotton
92,40,30,6.026287448,171.6976946,23.35723208,55.18792166,cotton
97,22,26,6.074190142,185.1568059,23.60567546,59.68849145,cotton
99,40,32,7.045543056,163.2708732,24.18471151,69.94807345,cotton
89,28,33,6.993236001,175.3723314,26.44414097,53.83876189,cotton
112,39,29,6.726528895,147.8035305,26.12492233,63.37479229,cotton
111,28,26,6.937352845,192.7121236,27.77363343,64.47858698,cotton
114,20,26,7.27905689,193.5866233,25.55656667,62.67087838,cotton
117,26,30,7.079850922,115.2325531,27.92374437,67.96910852,cotton
111,29,31,6.136286518,161.3432535,26.05968403,52.31098539,cotton
119,30,28,6.505203696,163.6269496,26.35770906,64.57578034,cotton
116,40,33,7.042089492,129.5481144,24.91370487,54.15319242,cotton
95,37,35,6.348337519,192.4288139,27.31317116,68.4233391,cotton
86,40,33,7.432322234,136.3027766,26.1387869,52.26311691,cotton
117,37,32,6.787658922,162.5769606,23.1069385,67.06230539,cotton
105,18,35,6.743417121,171.8839938,23.52648086,68.44030686,cotton
109,23,25,7.00733163,194.8773479,25.11711046,68.48030408,cotton
80,18,31,7.303033217,134.6803969,24.02952505,58.84880599,cotton
101,31,26,6.861235184,158.8608887,26.70897548,69.71184111,cotton
103,33,33,7.131435858,126.8073984,26.71717393,50.50148528,cotton
93,26,27,7.288211994,137.7044047,24.59245684,56.46829641,cotton
104,35,28,6.983732393,143.9955548,27.51006055,50.66687215,cotton
116,36,25,6.172090205,156.6810374,27.57847581,58.52534263,cotton
107,38,29,6.35118177,145.105065,26.65069302,57.56695719,cotton
101,33,33,6.908671379,142.8610793,26.97251562,62.0183627,cotton
107,31,31,6.766184468,153.1201644,23.17124551,52.97841162,cotton
99,16,30,6.392791654,186.1728203,23.52652084,65.44340921,cotton
103,40,30,6.348316257,141.4831644,27.30901814,55.196224,cotton
118,31,34,6.123796057,181.4170812,27.54823036,62.88179198,cotton
106,21,35,7.428523634,188.5506536,25.627355,57.04151119,cotton
116,38,34,6.020947179,183.468585,23.29250318,50.04557009,cotton
97,35,26,6.334610249,166.2549307,24.91461008,53.74144743,cotton
107,34,32,6.78006386,177.7745075,26.77463708,66.4132686,cotton
99,15,27,6.086922359,127.92461,27.41711238,56.63636248,cotton
